Instruction,Input,Output,materi,question_id,Template,correct_answer
Create a Python function to print out all the prime numbers between two integers.,"start = 10, end = 25","def print_primes(start, end):
 for n in range(start, end + 1):
 if is_prime(n):
 print(n)
 
def is_prime(n):
 if n <= 1:
 return False
 elif n <= 3:
 return True
 elif (n % 2 == 0) or (n % 3 == 0):
 return False
 
 i = 5
 while i ** 2 <= n:
 if (n % i == 0) or (n % (i + 2) == 0):
 return False
 i += 6
 
 return True

print_primes(10, 25)",Introduction Python,2840,"def print_primes(start, end):
 for n in range(start, end + 1):
 if is_prime(n):
 print(___)
 
def is_prime(n):
 if n <= 1:
 return False
 elif n <= 3:
 return True
 elif (n % 2 == 0) or (n % 3 == 0):
 return False
 
 i = 5
 while i ** 2 <= n:
 if (n % i == 0) or (n % (i + 2) == 0):
 return False
 i += 6
 
 return True

print_primes(10, 25)",n
Create a loop in Python to print the following sentence 5 times.,"""I love coding!""","for i in range(5):
    print(""I love coding!"")",Introduction Python,2882,"for i in range(5):
    print(___)","""I love coding!"""
Create a program in Python to print the following output.,"string = ""programming""","str = ""programming""
print(str[::-1])

Output: gnimmargorp",Introduction Python,2897,"str = ""programming""
print(___)

Output: gnimmargorp",str[::-1]
"Create a Python script to print out the values in a given dictionary, with each key and value on a separate line.","my_dict = {'a': 1, 'b': 2, 'c': 3}","for k, v in my_dict.items():
    print(f'{k}: {v}')",Introduction Python,2902,"for k, v in my_dict.items():
    print(___)",f'{k}: {v}'
Write a Python program to print out all possible pairs of two lists.,"list1 = [1, 2, 3]
list2 = ['a', 'b', 'c']","for i in list1:
    for j in list2:
        print(i,j)

# Output:
# (1, 'a')
# (1, 'b')
# (1, 'c')
# (2, 'a')
# (2, 'b')
# (2, 'c')
# (3, 'a')
# (3, 'b')
# (3, 'c')",Introduction Python,2910,"for i in list1:
    for j in list2:
        print(___)

# Output:
# (1, 'a')
# (1, 'b')
# (1, 'c')
# (2, 'a')
# (2, 'b')
# (2, 'c')
# (3, 'a')
# (3, 'b')
# (3, 'c')","i,j"
Create a for loop in Python to iterate over a list of numbers and print only the even numbers.,"my_list = [1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","for num in my_list:
    if num % 2 == 0:
        print(num)",Introduction Python,2917,"for num in my_list:
    if num % 2 == 0:
        print(___)",num
"Using the input dictionary as a guide, implement a Python function to print out the list of values for each key.","my_dict = {""Alice"": 25, ""Bob"": 21, ""Eve"": 45}","def print_values(dict_in):
    for key,value in dict_in.items():
        print(key, "":"", value)

print_values(my_dict)",Introduction Python,2931,"def print_values(dict_in):
    for key,value in dict_in.items():
        print(___)

print_values(my_dict)","key, "":"", value"
Optimize the following Python code to print the numbers in reverse.,"for i in range(1,11):
    print(i)","for i in reversed(range(1,11)):
    print(i)",Introduction Python,2935,"for i in reversed(range(1,11)):
    print(___)",i
Create a Python program to print out the following message and its variables.,Name: John,"name = ""John""

print(""Hello "" + name + ""!"")  # Outputs: ""Hello John!""",Introduction Python,2960,"name = ""John""

print(___)  # Outputs: ""Hello John!""","""Hello "" + name + ""!"""
Design a Python program to print out the list of prime numbers up to the input value.,25,"def printPrimeNum(n): 
  
    prime_list = [] 
   
    for num in range(2, n + 1): 
        prime = True
        for i in range(2, num): 
            if (num % i == 0): 
                prime = False
        if prime:
            prime_list.append(num) 
              
    print(prime_list)
  
  
num = 25 
printPrimeNum(num)",Introduction Python,2979,"def printPrimeNum(n): 
  
    prime_list = [] 
   
    for num in range(2, n + 1): 
        prime = True
        for i in range(2, num): 
            if (num % i == 0): 
                prime = False
        if prime:
            prime_list.append(num) 
              
    print(___)
  
  
num = 25 
printPrimeNum(num)",prime_list
Write a Python program to print the key of the element in a dictionary that has the maximum value.,"{'a': 3, 'b': 6, 'c': 9, 'd': 12}","dictionary = {'a': 3, 'b': 6, 'c': 9, 'd': 12}

max_value = max(dictionary.values())
for key, value in dictionary.items():
 if value == max_value:
 print(key)",Introduction Python,2984,"dictionary = {'a': 3, 'b': 6, 'c': 9, 'd': 12}

max_value = max(dictionary.values())
for key, value in dictionary.items():
 if value == max_value:
 print(___)",key
"Generate a program in Python to remove all vowels from a sentence, and print the resulting string to the console.",This is a sentence,"def remove_vowels(word):
    new_word = """"
    for i in word:
        if i not in ""aeiouAEIOU"":
            new_word += i
    return new_word

sentence = ""This is a sentence""
print(remove_vowels(sentence))",Introduction Python,2988,"def remove_vowels(word):
    new_word = """"
    for i in word:
        if i not in ""aeiouAEIOU"":
            new_word += i
    return new_word

sentence = ""This is a sentence""
print(___))",remove_vowels(sentence
Write a Python script to print all prime numbers from 1 to n,n = 10,"def print_primes(n):
    for num in range(2, n+1):
        for i in range(2, num):
            if (num % i) == 0:
                break
        else:
            print(num)

print_primes(10)",Introduction Python,3021,"def print_primes(n):
    for num in range(2, n+1):
        for i in range(2, num):
            if (num % i) == 0:
                break
        else:
            print(___)

print_primes(10)",num
Write a Python program to traverse a two-dimensional array and print each row.,"[
    [1, 2, 3],
    [4, 5, 6]
]","def traverse_2d_list(list2d):
    for row in list2d:
        print(row)",Introduction Python,3050,"def traverse_2d_list(list2d):
    for row in list2d:
        print(___)",row
Write a Python program to print the numbers of a specified list after removing even numbers from it.,"[1, 2, 3, 4, 5, 6, 7, 8, 9]","def remove_even_numbers(numbers):
    odd_numbers = []
    for number in numbers:
        if number % 2 != 0:
            odd_numbers.append(number)
    return odd_numbers

numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9]
odd_numbers = remove_even_numbers(numbers)
print(odd_numbers)",Introduction Python,3081,"def remove_even_numbers(numbers):
    odd_numbers = []
    for number in numbers:
        if number % 2 != 0:
            odd_numbers.append(number)
    return odd_numbers

numbers = [1, 2, 3, 4, 5, 6, 7, 8, 9]
odd_numbers = remove_even_numbers(numbers)
print(___)",odd_numbers
Generate a Python program to print the most popular item in a list.,"A list of integers [1, 5, 9, 1, 4, 5, 9]","from collections import Counter

def most_popular(arr):
    cnt = Counter()
    for number in arr:
        cnt[number] += 1
    return cnt.most_common(1)[0][0]

result = most_popular([1, 5, 9, 1, 4, 5, 9])
print(result)",Introduction Python,3101,"from collections import Counter

def most_popular(arr):
    cnt = Counter()
    for number in arr:
        cnt[number] += 1
    return cnt.most_common(1)[0][0]

result = most_popular([1, 5, 9, 1, 4, 5, 9])
print(___)",result
Create a code that would prompt the user for a given number and print out the Python equivalent of the given number.,number = 10,"def user_number(number):
    number_py = '{}'.format(number)
    print(""The Python equivalent of {} is {}"".format(number, number_py))",Introduction Python,3153,"def user_number(number):
    number_py = '{}'.format(number)
    print(___))","""The Python equivalent of {} is {}"".format(number, number_py"
Write a Python script to print the frequency of all unique words in a given string.,"""Hello world, hello programmer""","words = ""Hello world, hello programmer"".split()

word_freq = {}
for word in words:
    if word not in word_freq:
        word_freq[word] = 1 
    else:
        word_freq[word] += 1

for key, value in word_freq.items():
    print(f""{key} : {value}"")",Introduction Python,3171,"words = ""Hello world, hello programmer"".split()

word_freq = {}
for word in words:
    if word not in word_freq:
        word_freq[word] = 1 
    else:
        word_freq[word] += 1

for key, value in word_freq.items():
    print(___)","f""{key} : {value}"""
Print the Fibonacci sequence up to a given number in Python.,10,"# Declare a function
def Fibonacci(num):
    a = 0
    b = 1
    
    # Iterate
    for i in range(num):
        print(a, end="" "")
        c = a + b
        a = b
        b = c
    print()
    
# Print the sequence
Fibonacci(10)",Introduction Python,3193,"# Declare a function
def Fibonacci(num):
    a = 0
    b = 1
    
    # Iterate
    for i in range(num):
        print(___)
        c = a + b
        a = b
        b = c
    print()
    
# Print the sequence
Fibonacci(10)","a, end="" """
Generate a Python program to print a square matrix of size n containing the numbers from 11 to n*n.,3,"n = 3

output_matrix = [[0 for x in range(n)] for y in range(n)] 
  
num = 1
  
for i in range (0, n):    
 for j in range(0, n):     
 output_matrix[i][j] = num    
 num = num + 1    
  
for i in range(0, n):
 for j in range(0, n):
 print(output_matrix[i][j], end = "" "")
 print("""")",Introduction Python,3236,"n = 3

output_matrix = [[0 for x in range(n)] for y in range(n)] 
  
num = 1
  
for i in range (0, n):    
 for j in range(0, n):     
 output_matrix[i][j] = num    
 num = num + 1    
  
for i in range(0, n):
 for j in range(0, n):
 print(___)
 print("""")","output_matrix[i][j], end = "" """
Use a for-loop in Python to print the ASCII value of each character in a given string.,"string = ""Hello""","for i in range(len(string)):
    print(ord(string[i]))  # Output: 72, 101, 108, 108, 111",Introduction Python,3239,"for i in range(len(string)):
    print(___))  # Output: 72, 101, 108, 108, 111",ord(string[i]
Design a FOR loop algorithm in Python to print all numbers starting from one to the given number.,10,"for i in range(1, 11): 
    print(i)",Introduction Python,3245,"for i in range(1, 11): 
    print(___)",i
"Create a Python program to determine if a given string is a palindrome and if so, print it.","String = ""racecar""","# Function to check if a string is a palindrome
def isPalindrome(s):
 # Reverse the string
 rev_s = s[::-1]

 # Check if the string is the same as its reverse
 if (s == rev_s):
 return True
 return False

# Driver code
s = 'racecar'

# Check if the given word is a palindrome
if (isPalindrome(s)):
 print(s)",Introduction Python,3250,"# Function to check if a string is a palindrome
def isPalindrome(s):
 # Reverse the string
 rev_s = s[::-1]

 # Check if the string is the same as its reverse
 if (s == rev_s):
 return True
 return False

# Driver code
s = 'racecar'

# Check if the given word is a palindrome
if (isPalindrome(s)):
 print(___)",s
Design a Python function to print out all permutations of a given string.,"""ABC""","def permute(s):
    if len(s) == 1:
        return s

    perms = []
    for i in range(len(s)):
        element = s[i]

        remaining_elements = s[:i] + s[i+1:]
        z = permute(remaining_elements)

        for t in z:
            perms.append(element + t)

    return perms

print(permute(""ABC""))",Introduction Python,3315,"def permute(s):
    if len(s) == 1:
        return s

    perms = []
    for i in range(len(s)):
        element = s[i]

        remaining_elements = s[:i] + s[i+1:]
        z = permute(remaining_elements)

        for t in z:
            perms.append(element + t)

    return perms

print(___))","permute(""ABC"""
Design a program in Python to print out the prime numbers from 2 to a given upper limit.,upper_limit = 20,"def is_prime(upper_limit):
    for num in range(2, upper_limit+1):
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                print(num, end="" "")

upper_limit = 20
is_prime(upper_limit)",Introduction Python,3341,"def is_prime(upper_limit):
    for num in range(2, upper_limit+1):
        if num > 1:
            for i in range(2, num):
                if (num % i) == 0:
                    break
            else:
                print(___)

upper_limit = 20
is_prime(upper_limit)","num, end="" """
Develop a Python script to print out the prime numbers up to a given limit.,An integer limit of 100.,"def is_prime(n):
 if n == 1:
 return False
 for i in range(2, n):
 if n % i == 0:
 return False
 return True

# Print out prime numbers from 1 to 100
limit = 100

for i in range(1, limit+1):
 if is_prime(i):
 print(i)",Introduction Python,3369,"def is_prime(n):
 if n == 1:
 return False
 for i in range(2, n):
 if n % i == 0:
 return False
 return True

# Print out prime numbers from 1 to 100
limit = 100

for i in range(1, limit+1):
 if is_prime(i):
 print(___)",i
